tier,rank,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,puuid,region
MASTER,I,E-dAGs2n8MZXLvq3ja3Uwyb6V8mJZ1xpg4FGQoIaUAH5,TTV GoldenGlubs,18,51,40,False,False,True,False,v4lORqqx29VBlO8WVoJDeAbXkES3rtk0REQKKw8jBYfFyIP6L9xxDQkEJVuphvj4vI3BuLstyqM72Q,br1
MASTER,I,2OEyOpf5uLT0SpZCIBlRBrrVOPQmfC2QYJ2rvl_IKZR7U3k,LLL Zaun,1,36,22,False,False,True,True,VbRbxY_fjmdfSoA183_dR-cDAVQkDM03yjxbphjXhI0_YToLbSkNQw_cHBzi-C01jQSXjvVrrMj4aQ,br1
MASTER,I,OgBXOb8fqqrOt3lBrTsgsFC6VcFhJGh8RHLonI00ET6ktco,Klevic,1,35,29,False,False,True,True,uW8nFJkzF0n77GNY7wZ0mmMATj33OZ1eqTv1bJ7_eywSFXRABjysSWMeG5JdDssBeqisbS3FhukJiA,br1
MASTER,I,TPTaNYn9vvdbDyE81rhyHVz_0aS0bZxSVxzO1_f3jVk3brA,web gostosura,1,44,36,False,False,True,False,PZYdcKTdCOPW7W3oKNWlOZ2sgsMCLbi2U2ayOXsSJaT2kzy5D6VC3KxZQviVhhMKv4kgZKiMqz-yDw,br1
MASTER,I,Tx_eePmvU9s2ms81u432qbE0TD2h1CczbLJu4kUacAyLNw,Verkus,72,44,30,False,False,True,True,o3jTc7qVu79iujJypqoSPIp66OOekic66qBQgdlKkw4ddPQlxmemqBOrKuIRIV21id-X1BNjUnh13w,br1
MASTER,I,dehWYEJuH1VpgcHCeCmPCKD97yB5TiXk3RcgOUqS6PyCqw,justicëiro,1,31,13,False,False,True,True,yuGcfbOqDNhDgqaoxRMVgTgWWilWuso5eYcKIc_bqzqZNRCT_hpvD8iEcMsYOK5BnX0brfUL4PZ9Hw,br1
MASTER,I,-mQIQoUsKAVS8lt6sNdEJ3W7J0-vKP1lKiXaMYmClXhf,Nvermind,132,31,24,False,False,True,True,TuAtdIYhaTgLoUlx1TMhVcQ92a4JSivlzoOnbjYpMw9ZW8O-x24IYrwJPTYpsCI30HdyHFEQ-N6_Hg,br1
MASTER,I,ywTzevLZpe0dMFSeLiLoO1p6_yEg4MrKBqgNgAMZjRQceA,DDSnow,1,28,17,False,False,True,True,pqPIgGyzjHl7mft966TRMYfJQs2-JQoWtRxr8L2qrryeV8NXzpHx12psvvGmgUba2nNE7buMY5qsOQ,br1
MASTER,I,fwcf2-eHNPw-tpweZUu6-YXDS7lBtj97wlhwnipbDrYS,Eradan3,6,28,26,False,False,True,False,px-T8L9CjCz9CdBHXjJ61RvCfxxbl5SkkwPuAGwU7BP0W0hJxfjCdDx7jdyBHxxRXN6SKQ2aLWW5XQ,br1
MASTER,I,eo5FnEcydxc_kJI8JqnWuHzbZJPKLNrs9dYUmIwusWlIDOI,Sekidö,101,33,24,False,False,True,False,GbulpIn27FL1rLbpC6cuU5xsaETZYe-95BSKqDalE8wVlD34rFf56KVcmBuoDh5MHRDE24kmp6CyZw,br1
MASTER,I,mfg58YQCSDW_AaqPpHPMlmrqQv4e5k20g2sWfeTcQIN4sfR-mQTj3seLfQ,hahah6,113,23,8,False,False,True,True,rfS9F7mHAebkxNTy6liNoyXMZhBLHoktc9MD88LkvPbnSTavZt6HPAyWisTx36DxkfxysDg5wYsPkQ,br1
